site,lat,lng,zip,name,address,phone,email,web
"Brewersfayre","55.925776","-3.03345","EH21 8PT","Craig House","Carberry Road, Inveresk, Musselburgh, East Lothian, EH21 8PT","","","https://www.brewersfayre.co.uk//en-gb/locations/edinburgh/craig-house"
"Brewersfayre","53.324722","-3.787794","LL30 3AL","Craigside Inn","Colwyn Road, Llandudno, Gwynedd, LL30 3AL","","","https://www.brewersfayre.co.uk//en-gb/locations/conwy/craigside-inn"
"Brewersfayre","56.077315","-3.397353","KY11 8EX","Crooked Glen","Fife Leisure Park, Whimbrel Place,, Dunfermline, KY11 8EX","","","https://www.brewersfayre.co.uk//en-gb/locations/fife/crooked-glen"
"Brewersfayre","52.434840","-1.429236","CV2 2SZ","Cross Point","Cross Point Business Park, Gielgud Way, Coventry, CV2 2SZ","","","https://www.brewersfayre.co.uk//en-gb/locations/west-midlands/cross-point"
"Brewersfayre","51.58827","-3.209832","CF83 3NL","Crossways","Crossways Business Park, Pontypandy, Caerphilly, CF83 3NL","","","https://www.brewersfayre.co.uk//en-gb/locations/caerphilly/crossways"
"Brewersfayre","53.865599","-1.855295","BD20 5NH","Dalesway","502 Bradford Road, Sandbeds, Keighley, BD20 5NH","","","https://www.brewersfayre.co.uk//en-gb/locations/yorkshire/dalesway"
"Brewersfayre","54.998998","-7.27351","BT47 6SA","Derry City","Crescent Link, County Londonderry, , BT47 6SA","","","https://www.brewersfayre.co.uk//en-gb/locations/northern-ireland/derry-city"
"Brewersfayre","54.961543","-1.686934","NE16 3BJ","Derwent Crossing","Derwenthaugh Road, Swalwell, Gateshead, NE16 3BJ","","","https://www.brewersfayre.co.uk//en-gb/locations/newcastle/derwent-crossing"
"Brewersfayre","51.145783","1.328316","CT15 5FD","Duke of York","Jubilee Way, Guston Wood, Dover, CT15 5FD","","","https://www.brewersfayre.co.uk//en-gb/locations/kent/duke-of-york"
"Brewersfayre","54.807388","-1.5854","DH1 5GB","Dunelm Ridge","Arnison Retail Centre, Pity Me, Durham, DH1 5GB","","","https://www.brewersfayre.co.uk//en-gb/locations/county-durham/dunelm-ridge"
"Brewersfayre","51.997327","-2.128043","GL20 8ND","Elmbury Lodge","Shannon Way, Ashchurch, Tewkesbury, GL20 8ND","","","https://www.brewersfayre.co.uk//en-gb/locations/gloucestershire/elmbury-lodge"
"Brewersfayre","50.723877","-3.472961","EX1 3LJ","Exeter","Fitzroy Road, Exeter, Devon, EX1 3LJ","","","https://www.brewersfayre.co.uk//en-gb/locations/devon/exeter"
"Brewersfayre","52.75136","-1.446891","LE65 1JP","Flagstaff Island","Flagstaff Park, Ashby-de-la-Zouch, Leicestershire, LE65 1JP","","","https://www.brewersfayre.co.uk//en-gb/locations/leicestershire/flagstaff-island"
"Brewersfayre","52.742631","0.381904","PE34 3LW","Freebridge Farm","Clenchwarton Road, West Lynn, Kings Lynn, PE34 3LW","","","https://www.brewersfayre.co.uk//en-gb/locations/norfolk/freebridge-farm"
"Brewersfayre","53.176871","-0.619022","LN6 9UH","Gateway Park","Gateway Park, Roman Way, Newark Road, Lincoln, LN6 9UH","","","https://www.brewersfayre.co.uk//en-gb/locations/lincolnshire/gateway-park"
"Brewersfayre","51.140322","-2.735253","BA6 9FW","Glastonbury","Morland Road, Glastonbury, Somerset, BA6 9FW","","","https://www.brewersfayre.co.uk//en-gb/locations/somerset/glastonbury"
"Brewersfayre","51.109288","-0.198076","RH11 8AX","Goffs Park","45 Goffs Park Road, Goffs Park, Crawley, RH11 8AX","","","https://www.brewersfayre.co.uk//en-gb/locations/sussex/goffs-park"
"Brewersfayre","51.482225","-2.761409","BS20 7GA","Gordano Gate","Wyndham Way, Portishead, Bristol, BS20 7GA","","","https://www.brewersfayre.co.uk//en-gb/locations/bristol/gordano-gate"
"Brewersfayre","52.398151","-2.006207","B45 9FP","Great Park","Ashbrook Drive, Rubery, Rednal, B45 9FP","","","https://www.brewersfayre.co.uk//en-gb/locations/west-midlands/great-park"
"Brewersfayre","52.613348","1.727109","NR30 1SH","Great Yarmouth","Runham Road, Great Yarmouth, Norfolk, NR30 1SH","","","https://www.brewersfayre.co.uk//en-gb/locations/norfolk/great-yarmouth"
"Brewersfayre","53.024433","-2.183382","ST1 5NH","Hanley","Etruria Road, Hanley, Staffordshire, ST1 5NH","","","https://www.brewersfayre.co.uk//en-gb/locations/staffordshire/hanley"
"Brewersfayre","51.3286","-0.27145","KT18 7LB","Haywain","2 and 4 St Margarets Drive, Off Dorking Road, Epsom, KT18 7LB","","","https://www.brewersfayre.co.uk//en-gb/locations/surrey/haywain"
"Brewersfayre","51.30395","-0.219662","KT20 6BW","Heathside","Brighton Road, Tadworth, Surrey, KT20 6BW","","","https://www.brewersfayre.co.uk//en-gb/locations/surrey/heathside"
"Brewersfayre","53.721345","-0.459023","HU13 0JA","Home Farm","Ferriby Road, Hessle, Hull, HU13 0JA","","","https://www.brewersfayre.co.uk//en-gb/locations/yorkshire/home-farm"
